Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1981,NBA,5,104,U.S. Reed,Arkansas,,,,,,,,,,,,,,,,
1981,NBA,6,128,Brian Walker,Purdue,,,,,,,,,,,,,,,,
1981,NBA,7,150,Clinton Wheeler,William Paterson University,87,867,254,71,157,.489,.000,.741,10.0,2.9,0.8,1.8,1.1,.058,0.0,0.4
1981,NBA,8,173,Randy Smithson,Wichita State,,,,,,,,,,,,,,,,
1981,NBA,9,194,Mike Perry,Richmond,,,,,,,,,,,,,,,,
1981,NBA,10,214,Mark Wilson,Fort Hays State University,,,,,,,,,,,,,,,,
1980,NBA,1,16,Hawkeye Whitney,NC State,70,1048,404,146,87,.462,.286,.750,15.0,5.8,2.1,1.2,1.3,.062,-1.6,0.1
1980,NBA,3,62,Tony Murphy,Southern University and A&M College,,,,,,,,,,,,,,,,
1980,NBA,5,108,Kelvin Blakely,Eastern Michigan,,,,,,,,,,,,,,,,
1980,NBA,6,131,Trent Grooms,Kent State University,,,,,,,,,,,,,,,,
1980,NBA,7,154,Arnold McDowell,Montana State,,,,,,,,,,,,,,,,
1980,NBA,9,193,Charley Cole,Delta State University,,,,,,,,,,,,,,,,
1979,NBA,1,18,Reggie King,Alabama,438,11345,3898,2707,691,.514,.000,.699,25.9,8.9,6.2,1.6,24.8,.105,-0.4,4.6
1979,NBA,3,62,Terry Crosby,Tennessee,4,28,6,1,7,.500,,1.000,7.0,1.5,0.3,1.8,0.0,-0.051,-4.8,0.0
1979,NBA,4,85,John McCullough,Oklahoma,8,23,21,4,3,.692,,.600,2.9,2.6,0.5,0.4,0.1,.239,-2.4,0.1
1979,NBA,5,105,Curtis Watkins,DePaul,,,,,,,,,,,,,,,,
1979,NBA,6,126,Bob Roma,Princeton,,,,,,,,,,,,,,,,
1979,NBA,7,145,Nick Daniels,Xavier,,,,,,,,,,,,,,,,
1979,NBA,8,164,Tony Vann,,,,,,,,,,,,,,,,,
1979,NBA,9,181,Gary Wilson,Southern Illinois,,,,,,,,,,,,,,,,
1979,NBA,10,200,Russell Saunders,New Mexico,,,,,,,,,,,,,,,,
1978,NBA,1,2,Phil Ford,UNC,482,13503,5594,854,3083,.467,,.820,28.0,11.6,1.8,6.4,23.3,.083,-0.8,4.1
1978,NBA,3,49,Jeff Cook,Idaho State University,518,9697,2734,2334,707,.462,.056,.716,18.7,5.3,4.5,1.4,17.7,.088,-1.4,1.6
